Sales,Profit
40.68,-9.153
763.28,-21.808
23.952,2.3952
4.98,2.4402
170.88,49.5552
307.98,89.3142
382.806,-153.1224
41.96,2.9372
1217.568,456.588
47.04,18.3456
6.16,2.9568
979.95,274.386
143.7,68.976
10.65,5.0055
247.8,34.692
10.96,2.9592
33.488,5.8604
8.04,2.9145
201.568,22.6764
13.44,6.5856
359.058,-35.9058
47.992,-2.0568
547.3,175.136
16.896,5.28
6.672,0.5004
99.136,8.6744
15.992,-13.993
211.96,42.392
6.672,1.668
155.94,45.2226
39.96,12.987
5.46,1.5288
73.2,21.228
5.84,1.971
22.72,10.224
9.336,3.2676
290.666,27.3568
201.584,20.1584
83.984,31.494
1000.02,290.0058
83.976,-13.6461
3.75,1.8
41.4,19.872
29.79,12.5118
59.48,8.922
6.69,3.0774
198.46,99.23
786.48,385.3752
23.168,7.8192
50,10.5
675.96,84.495
1265.85,556.974
523.25,141.2775
517.5,155.25
17.92,2.464
41.256,-34.38
1006.056,88.0299
10.688,3.7408
10.368,3.6288
25.12,1.57
58.112,7.264
15.552,5.4432
669.08,-167.27
438.336,-87.6672
19.44,9.3312
9.64,4.4344
12.7,5.842
41.37,17.3754
12.624,3.945
1247.64,349.3392
3149.93,1480.4671
209.7,100.656
35.36,-3.094
3.168,-0.7128
121.104,-100.92
45.894,-9.1788
109.92,53.8608
13.36,6.4128
169.68,45.8136
132.52,54.3332
2.96,1.4208
8.448,2.9568
95.94,9.594
34.79,10.7849
160.776,10.0485
88.752,27.735
13.904,5.214
677.58,-158.102
13.896,-9.264
41.92,3.668
297.576,-7.4394
4.344,0.8688
94.992,-2.3748
74.352,23.235
14.04,1.5795
1018.104,-373.3048
16.68,5.2125
58.58,19.3314
167.968,62.988
196.62,96.3438
21.936,-10.4196
6.588,-10.2114
104.28,26.07
17.94,8.7906
64.784,-14.5764
32.382,4.3176
42.368,8.4736
399.54,-559.356
18.97,9.1056
14.82,6.2244
99.28,12.41
1.188,-0.99
7.518,-5.7638
10.368,3.6288
310.88,23.316
853.092,-227.4912
33.45,15.387
10.4,5.096
21.88,6.2905
13.616,3.5742
63.96,19.8276
14.46,7.0854
104.98,52.49
106.96,31.0184
21.56,10.3488
515.88,113.4936
11.808,4.2804
1931.04,321.84
9.96,4.6812
12.35,5.8045
9.702,-7.1148
11.61,-9.288
43.86,20.6142
148.48,16.704
7.42,3.71
71.992,-0.8999
19.9,6.567
1702.12,510.636
14.304,5.0064
765.625,-566.5625
307.666,-14.4784
7.712,2.7956
242.9,70.441
454.9,0
35.92,15.0864
39.76,12.3256
47.744,14.92
159.984,11.9988
255.968,51.1936
359.058,-71.8116
434.352,43.4352
3.552,0.444
88.832,7.7728
1048.35,-69.89
100,21
7.83,3.6018
96.256,31.2832
10.688,3.7408
338.04,-33.804
154.24,17.352
34.848,6.534
22,1.375
4.368,0.3822
31.44,8.4888
17.9,3.401
129.45,46.602
20.88,9.6048
20.736,7.2576
7.168,0.9856
11.168,-2.5128
442.4,-55.3
13.36,4.9432
11.232,-8.2368
10.272,3.21
10.368,3.6288
6.24,0.546
206.962,-32.5226
9.46,3.6894
559.62,151.0974
109.92,53.8608
8.56,3.852
360.712,130.7581
1718.4,150.36
41.568,-66.5088
46.864,7.6154
19.536,4.884
411.332,-4.8392
28.752,9.7038
293.199,-20.6964
35.06,10.518
4.13,1.8998
109.8,46.116
9.82,4.8118
7.644,-5.8604
51.465,-39.4565
6.976,-1.3952
12.222,-20.1663
97.984,-24.496
62.4,19.5
20.86,9.387
497.61,129.3786
5.34,1.4952
3.15,1.512
368.91,180.7659
14.7,6.615
59.97,14.9925
83.36,20.84
6.58,3.0268
122.94,59.0112
219.84,107.7216
98.16,9.816
33.04,15.5288
86.97,25.2213
134.97,64.7856
699.98,195.9944
139.95,26.5905
48.94,24.47
2807.84,673.8816
46.64,12.5928
60.416,6.0416
107.94,26.985
63.84,16.5984
347.97,100.9113
37.008,11.565
215.65,73.321
11.168,3.6296
53.952,17.5344
4.18,1.5048
5.607,-4.2987
4663.736,-1049.3406
79.984,22.9954
2575.944,257.5944
45.36,21.7728
254.24,76.272
69.93,0.6993
16.156,-12.117
54.816,17.8152
1441.3,245.021
77.6,28.13
4.656,1.5714
170.136,-8.5068
7.38,3.4686
9.26,3.0558
9.96,4.5816
75.6,-166.32
29.32,-24.189
92.064,-225.5568
6.976,1.8312
62.958,-2.6982
5.184,1.8144
31.32,-25.056
11.84,3.108
22.784,4.8416
1127.976,126.8973
38.88,18.6624
779.796,-168.9558
1439.92,374.3792
262.11,62.9064
207,25.875
1439.982,-263.9967
36.288,12.7008
21.4,6.206
1245.86,361.2994
17.544,5.9211
44.128,12.1352
62.92,10.2245
78.304,29.364
140.81,39.4268
40.096,13.5324
40.784,-30.588
90.57,11.7741
40.08,19.2384
37.68,15.8256
362.352,27.1764
7.184,2.245
34.76,9.7328
831.2,124.68
26.4,11.88
106.75,49.105
97.82,45.9754
141.4,38.178
14.52,4.7916
127.92,-15.99
34.24,-53.072
137.62,60.5528
100.49,25.1225
257.568,-28.9764
119.96,33.5888
49.632,4.9632
727.45,-465.568
24.96,4.368
370.782,-92.6955
196.45,70.722
31.104,10.8864
78.256,-17.6076
6.48,3.1104
99.2,25.792
801.568,50.098
272.848,27.2848
70.98,20.5842
16.224,5.8812
176.784,-22.098
470.376,47.0376
393.568,-44.2764
302.376,22.6782
68.742,-48.1194
29.34,14.67
383.607,63.9345
563.4,67.608
217.056,78.6828
6,2.1
31.56,10.4148
7.104,2.3976
398.352,-331.96
121.792,13.7016
409.59,-122.877
10.56,4.752
3.38,1.2506
7.824,2.934
24.784,7.745
34.65,10.395
487.984,152.495
1793.98,843.1706
29.808,10.8054
505.176,-336.784
174.0585,-110.7645
191.88,19.188
14.78,3.9906
5.184,1.8144
478.48,47.848
28.4,6.745
909.12,9.0912
2.952,-2.1648
27.018,-21.6144
136.92,41.076
18.96,8.532
99.39,40.7499
273.896,92.4399
597.132,49.761
149.95,65.978
4.608,1.6704
15.528,4.8525
11.952,3.8844
11.65,3.3785
299.9,74.975
895.92,302.373
462.564,97.6524
15.008,1.5008
863.64,107.955
47.616,3.5712
92.94,41.823
199.98,69.993
177.48,19.9665
88.768,31.0688
6.48,3.1104
46.51,1.8604
659.976,49.4982
271.992,23.7993
145.74,23.3184
15.4,7.392
244.55,114.9385
166.16,59.8176
14.73,4.8609
19.968,-13.312
33.488,-1.2558
8.736,-6.1152
662.88,74.574
47.36,17.76
27.44,2.401
3.24,-5.184
95.968,26.3912
10.368,3.6288
23.1,6.468
11.54,3.462
254.526,-93.3262
12.98,3.7642
26.432,8.9208
197.97,57.4113
18.9,9.072
1282.41,213.735
4.92,2.214
238,38.08
167.97,40.3128
17.12,7.704
16.2,7.776
33.99,14.6157
296.85,53.433
112.8,6.768
13.71,6.5808
24.9,11.703
286.29,17.1774
24.18,7.254
281.97,78.9516
69.5,20.155
166.44,79.8912
291.96,102.186
6.408,0.6408
408.744,76.6395
5.104,-8.6768
2.896,0.4706
35.016,-2.1885
275.97,11.0388
1394.95,362.687
545.88,70.9644
5.248,0.5904
933.536,105.0228
42.976,4.2976
3.76,1.8048
479.96,134.3888
320.88,93.0552
23.88,10.5072
26.76,12.3096
1439.976,191.9968
17.22,7.9212
1024.38,215.1198
26.22,12.3234
17.34,8.4966
4.956,-3.7996
71.04,26.64
5.344,0.7348
11.304,-2.1195
294.62,-766.012
8.752,-3.7196
15,7.2
161.61,42.0186
144.95,42.0355
199.95,21.9945
41.86,14.2324
95.94,9.594
304.45,76.1125
11.364,-17.046
29.68,11.5752
47.53,16.1602
183.372,-36.6744
4.224,0.4752
333.056,29.1424
24.896,7.78
159.984,35.9964
46.344,4.6344
350.98,84.2352
13.08,6.0168
900.08,117.0104
17.568,6.3684
14.62,6.8714
33.36,8.6736
40.14,19.6686
1606.23,481.869
17.04,7.668
49.53,23.7744
872.32,244.2496
239.12,77.714
141.96,39.7488
33.024,11.5584
67.136,23.4976
14.73,6.9231
104.9,25.176
61.04,30.52
10.95,5.1465
9.392,3.2872
9.328,0.8162
8.26,3.8822
269.97,51.2943
29.04,13.9392
14.62,6.8714
11.952,4.3326
4.536,-3.3264
9.156,-6.104
75.36,20.724
57.504,20.1264
38.864,7.7728
15.552,5.4432
162.64,45.5392
597,280.59
55.48,26.6304
289.8,36.225
2.502,-2.0016
6.48,-4.752
341.488,-73.176
11.12,0.834
25.344,3.4848
17.31,5.193
199.95,63.984
1586.69,412.5394
84.99,30.5964
411.8,70.006
11.34,5.2164
80.3,20.878
15.968,5.3892
64.74,30.4278
19.296,6.03
405.64,12.1692
146.352,-9.147
251.91,47.8629
12.39,3.717
199.96,69.986
710.832,-97.7394
1.941,-1.294
283.92,-46.137
7.312,2.5592
59.97,13.7931
761.544,66.6351
58.2,28.518
39.9,19.95
90.86,26.3494
94.85,45.528
106.232,37.1812
111.984,11.1984
7.712,1.7352
37.44,16.848
23.68,8.88
122.12,56.1752
18.45,8.6715
324.9,38.988
146.73,68.9631
3.96,1.4652
5.76,2.6496
26.55,13.0095
310.443,-48.7839
479.9,81.583
12.88,0.3864
13.12,1.476
511.84,240.5648
91.96,25.7488
8.34,2.1684
37.68,2.355
279.944,80.4839
636.408,-15.9102
83.168,9.3564
259.136,-25.9136
221.92,106.5216
26,11.7
15.552,5.4432
0.876,-1.4016
19.98,9.3906
398.352,124.485
5.04,1.26
17.45,8.027
323.136,20.196
29.7,8.019
1295.84,145.782
46.84,12.6468
425.833,20.0392
209.67,-13.978
159.88,73.5448
5.28,2.376
895.92,302.373
2.808,-1.9656
215.976,-2.6997
241.96,41.1332
27.72,13.3056
104.68,35.3295
62.958,9.4437
86.376,1.0797
64.944,6.4944
20.736,7.2576
33.28,9.3184
38.52,11.9412
139.86,60.1398
19.65,9.039
152.991,-122.3928
10.584,-2.3814
94.92,15.82
14.76,-11.439
3.656,-5.8496
146.82,73.41
149.544,50.4711
17.14,4.4564
991.764,-347.1174
30.48,9.906
23.988,-4.7976
16.688,5.4236
422.058,-18.0882
38.088,-27.9312
254.352,-50.8704
43.31,4.331
84.95,22.087
233.058,-53.2704
111.79,43.5981
14.94,7.0218
14.16,5.133
22.608,-10.1736
21.48,10.74
501.81,0
161.94,9.7164
17.856,2.0088
8.808,-14.9736
79.384,29.769
34.58,10.0282
314.55,150.984
191.976,23.997
8.288,3.0044
139.92,-150.414
15.872,1.1904
6.286,-11.0005
14.016,1.752
71.976,-8.997
107.982,-26.9955
305.312,-8.7232
19.752,6.9132
9.264,-13.896
61.792,6.1792
45.68,21.0128
60.12,28.8576
41.72,13.0375
71.6,32.936
85.232,30.8966
44.4,22.2
442.764,59.0352
3999.95,1159.9855
199.95,21.9945
63.68,28.0192
54.896,18.5274
29,7.25
70.08,35.04
121.3,25.473
1454.49,378.1674
60.81,17.0268
153.552,51.8238
65.34,22.869
123.92,55.764
35.1,12.285
44.75,8.5025
4.704,0.4116
14.67,3.9609
15.552,5.4432
5.232,1.7004
22.2,9.102
881.93,229.3018
6.096,2.1336
191.82,74.8098
20.104,1.7591
67.56,8.445
29.932,-46.3946
38.272,3.8272
16.52,7.5992
832.93,233.2204
43.8,21.024
167.292,29.7408
27.42,11.2422
1.44,0.504
61.776,20.8494
241.96,60.49
108.608,9.5032
2.816,0.9856
9.984,3.6192
14.98,4.1944
1145.6,100.24
485.94,-89.089
37.376,4.672
70.686,-24.2352
54.816,17.8152
72.294,-98.8018
2.896,0.4706
124.792,15.599
330.588,-115.7058
673.568,252.588
52.98,14.8344
526.45,31.587
228.92,14.3075
319.968,35.9964
205.03,67.6599
190.86,11.4516
24.32,8.2688
44.4,12.432
44.4,-52.17
1016.792,381.297
38.136,13.3476
494.982,-115.4958
56.56,15.2712
5.56,1.4456
9.02,3.5178
8.62,2.2412
659.976,49.4982
13.36,6.4128
41.72,13.0375
11.52,4.176
541.44,157.0176
19.44,9.3312
143.7,68.976
43.26,14.2758
43.56,15.246
437.85,131.355
109.48,33.9388
1212.96,90.972
18.54,8.7138
5,2.4
371.97,66.9546
166.24,24.936
359.97,79.1934
499.98,114.9954
5.28,2.376
8.26,3.8822
7.968,2.6892
12.96,6.3504
6.48,3.1104
6.984,2.3571
47.96,4.1965
199.74,47.9376
435.26,95.7572
1119.984,377.9946
143.432,3.5858
122.352,13.7646
306.2,0
85.98,22.3548
223.96,53.7504
97.568,-6.098
614.272,-23.0352
199.98,37.9962
48.16,22.1536
23.92,6.6976
60.69,16.3863
14.352,5.2026
35.04,12.264
17.48,1.311
16.4,4.756
892.98,80.3682
287.97,77.7519
595.38,297.69
12.96,6.2208
4.95,1.3365
181.95,38.2095
13.52,6.2192
259.7,106.477
42.95,1.2885
1399.93,601.9699
503.96,125.99
12.72,6.36
11.52,5.6448
316,31.6
723.92,188.2192
106.32,49.9704
141.372,-14.1372
27.216,9.8658
390.75,171.93
280.792,35.099
68.448,7.7004
88.04,6.603
15.872,1.984
215.592,-48.5082
14.62,6.8714
416.32,112.4064
43,20.21
182.94,27.441
60.83,30.415
389.97,132.5898
194.32,56.3528
265.93,63.8232
94.74,44.5278
60.64,27.8944
76.3,38.15
364.8,167.808
79.872,29.952
46.384,1.1596
12.96,6.2208
14.352,5.2026
547.136,-68.392
41.96,2.9372
41.7,20.85
277.4,133.152
5.78,2.8322
69.216,11.2476
10.86,5.1042
426.79,123.7691
25.92,12.4416
45.92,22.5008
10.72,1.742
41.86,10.465
63.2,23.384
113.97,27.3528
123.552,-29.3436
490.32,137.2896
70.08,24.528
1.272,-2.1624
557.585,0
9.024,3.1584
69.456,22.5732
10.86,5.3214
79.47,22.2516
10.08,5.04
1552.831,200.9546
137.24,46.3185
36.51,15.6993
239.976,80.9919
1579.746,-447.5947
1071.576,-553.6476
613.908,-122.7816
34.86,16.3842
155.04,75.9696
13.71,-10.054
127.88,40.9216
160.32,44.8896
46,20.7
120.712,-18.1068
23.12,11.3288
532.704,-26.6352
4.912,0.307
252,93.24
60.288,-27.1296
2.632,0.8225
23.688,7.6986
253.372,-14.4784
5.67,0.1134
76.776,-58.8616
9.184,1.148
32.75,15.065
7.216,1.7138
49.568,15.49
54.712,11.6263
176.04,45.7704
16.02,4.4856
185.92,62.748
211.168,15.8376
479.984,59.998
7.86,3.6156
24.448,8.8624
6.48,3.1104
41.86,20.5114
1619.91,97.1946
113.92,42.1504
39.68,10.3168
37.6,2.256
59.9,23.96
37,16.65
5.76,2.8224
16.68,4.3368
628.81,12.5762
56.45,14.677
94.2,23.55
28.4,13.348
956.6648,-225.0976
1115.91,200.8638
128.744,-28.9674
79.92,26.973
24.2,7.986
359.976,130.4913
211.84,76.2624
5.68,1.917
7.52,2.632
11.96,5.8604
629.064,31.4532
754.45,60.356
301.96,60.392
595,95.2
79.872,29.952
2396.4,179.73
63.56,3.178
99.99,43.9956
230.376,-48.9549
9.664,3.2616
158.928,41.7186
13.023,-10.4184
273.06,-104.673
39.312,12.7764
1.344,-2.1504
8.272,-13.6488
12.544,-9.0944
58.48,27.4856
7.4,3.034
366.786,65.2064
54.368,4.0776
33.96,16.98
826.11,322.1829
545.85,114.6285
145.98,-99.2664
35.808,12.5328
7.904,2.1736
345,86.25
174.286,-19.9184
662.84,172.3384
95.1,30.432
26.88,12.9024
257.98,74.8142
17.48,8.2156
492.835,-14.081
269.49,5.3898
29.12,9.828
18.75,9
119.7,31.122
9.144,3.0861
57.06,18.2592
71.6,13.604
107.44,27.9344
7.31,3.4357
59.1,22.458
46.53,12.0978
97.84,25.4384
29.97,13.4865
98.352,34.4232
83.92,29.372
14.624,5.1184
136.99,36.9873
3.15,1.512
9.11,4.0995
571.44,165.7176
32.4,15.552
16.91,4.5657
14.272,4.2816
451.136,-67.6704
64.864,6.4864
217.584,-29.9178
82.95,29.0325
87.71,41.2237
1101.48,429.5772
1322.352,-99.1764
5.46,1.4742
11.184,0.8388
153.584,-32.6366
1003.62,0
35.168,11.4296
1137.75,250.305
99.68,32.396
5.56,1.4456
85.52,22.2352
9.84,2.6568
20.04,9.6192
631.96,303.3408
23.92,10.764
90.24,41.5104
4548.81,1228.1787
300.93,-34.392
719.96,53.997
647.84,32.392
64.17,18.6093
124.46,58.4962
9.584,3.3544
37.608,12.6927
12.224,4.4312
2.304,-3.5712
9.36,-16.38
7.38,3.4686
53.72,15.0416
8187.65,327.506
77.92,34.2848
32.784,-85.2384
196.776,14.7582
479.94,52.7934
1117.92,55.896
106.5,41.535
45.66,-33.484
95.968,1.1996
47.992,-2.0568
264.32,19.824
604.656,204.0714
129.93,12.993
20.16,9.8784
29.46,14.4354
868.59,251.8911
12.96,6.2208
5.5,1.375
121.6,55.936
42.048,5.256
25.488,4.4604
6.9,-12.075
9.648,-16.884
7.968,2.8884
10.368,3.6288
114.2,52.532
17.96,8.2616
12.67,4.5612
339.96,122.3856
1801.632,-337.806
46.32,18.0648
181.986,-54.5958
431.976,-100.7944
155.37,-36.253
1348.704,-219.1644
700.152,78.7671
111.888,22.3776
143.952,14.3952
173.94,13.9152
14.76,6.9372
205.92,2.0592
102.833,-6.049
2.304,0.2592
1879.96,211.4955
313.024,105.6456
5.04,1.764
821.88,213.6888
21.96,10.7604
25.92,12.4416
705.544,70.5544
50,12
51.712,-32.32
6.992,0.5244
1406.86,140.686
15.75,7.56
323.1,61.389
9.216,3.3408
10.368,3.6288
15.02,2.7036
33.82,9.1314
71,27.69
25.12,7.85
2665.62,239.9058
478.08,133.8624
164.388,-35.6174
13.248,3.6432
2.912,0.91
1399.944,52.4979
526.45,31.587
16.23,7.9527
319.9,156.751
11.36,5.3392
675.12,290.3016
62.82,30.7818
489.92,0
19.44,9.3312
16.68,8.34
155.35,0
12.42,4.4712
187.98,52.6344
6.608,2.1476
248.57,67.1139
22.23,9.7812
5.98,1.0166
246.168,21.5397
14.136,-7.7748
601.47,-300.735
79.1,39.55
327.84,157.3632
180.96,81.432
914.97,411.7365
587.97,158.7519
530.34,95.4612
14.94,7.3206
121.94,35.3626
122.71,36.813
14.94,7.0218
1349.85,364.4595
136.784,5.1294
61.12,20.7808
1.167,-0.8558
16.99,4.9271
24.672,0
2.52,0.882
1218.735,-121.8735
5.904,1.9926
15.696,5.1012
6.096,-3.9624
41.568,2.598
230.28,23.028
18.288,5.715
5.78,2.7166
121.68,38.025
4.17,1.0842
67.04,6.704
37.32,10.4496
18.45,8.6715
25.92,12.4416
11199.968,3919.9888
2399.6,647.892
63.9,28.755
52.99,0.5299
60.864,9.1296
652.995,-935.9595
11.22,-7.48
14.94,7.0218
39.96,17.1828
42.624,4.2624
220.96,24.858
4.928,0.7392
7.23,-5.784
323.1,61.389
19.04,9.3296
13.128,4.2666
64.14,16.6764
858.24,143.04
29.99,2.999
186.048,67.4424
36.792,4.1391
18.624,6.2856
57.69,23.6529
42.81,20.1207
12.96,6.2208
821.88,213.6888
104.85,28.3095
424.9575,19.998
10.776,3.5022
11.784,4.2717
164.88,80.7912
1292.94,77.5764
25.584,8.9544
261.74,65.435
14.4,7.056
10.86,5.1042
883.84,99.432
1979.89,494.9725
79.96,35.982
8.76,4.2048
3.984,1.2948
370.62,-142.071
2.742,-2.0108
79.512,20.8719
28.352,9.5688
40.784,4.5882
105.96,29.6688
166.44,79.8912
785.88,212.1876
26.2,12.838
1325.85,238.653
166.44,79.8912
8.76,0.7665
43.584,4.3584
11.088,-8.1312
25.164,-16.776
14.4,7.056
619.95,111.591
89.52,42.0744
350.973,152.0883
164.99,49.497
312.552,101.5794
95.952,29.985
3.204,-2.4564
3.98,-6.567
15.7,7.065
5.248,1.64
5.346,-4.455
15.48,5.6115
108.576,8.1432
109.9,37.366
15.384,4.0383
30.352,10.6232
821.3,-16.426
22638.48,-1811.0784
21.376,7.4816
8.016,1.002
30.768,8.0766
18.936,5.9175
122.352,15.294
116.28,56.9772
132.6,17.238
16.68,4.3368
19.44,9.3312
192.16,92.2368
227.36,81.8496
1919.976,215.9973
12.828,-8.9796
45.888,9.1776
60.12,22.2444
302.376,37.797
13.9,5.56
129.98,62.3904
71.98,15.1158
377.97,109.6113
124.36,33.5772
23.976,-14.3856
8.376,2.7222
58.24,5.096
81.2,12.18
14.45,6.7915
95.648,31.0856
359.97,-71.994
350.352,-140.1408
1.641,-1.3128
629.958,94.4937
6.63,1.7901
799.96,343.9828
107.53,21.506
73.98,19.9746
5.58,2.1762
49.12,23.0864
377.97,94.4925
42.28,19.8716
299.97,56.9943
89.98,43.1904
477.24,9.5448
25.98,1.5588
46.72,17.52
35.34,13.4292
257.64,100.4796
125.976,47.241
79.992,21.9978
700.056,-130.0104
27.168,-1.3584
8.226,-6.0324
585.552,73.194
423.28,110.0528
225.296,22.5296
5.56,2.224
323.37,129.348
783.96,68.5965
1447.65,419.8185
11.96,5.8604
239.97,71.991
76.92,31.5372
481.32,125.1432
48.4,23.232
0.99,0.4356
101.84,36.917
10.332,-7.5768
31.155,-23.8855
8.928,0.6696
34.384,3.8682
1924.16,312.676
32.192,-80.48
50.12,-0.6265
47.976,1.7991
54.5,14.17
19.104,5.7312
49.44,24.2256
10.368,3.6288
154.44,1.5444
60.984,4.5738
195.466,-13.7976
23.68,6.216
2.376,0.7425
59.2,29.6
22,9.68
257.98,74.8142
23.988,-15.992
23.976,-15.5844
601.536,0
7.9,2.528
58.36,-24.803
16.464,1.4406
39.96,-23.976
25.96,7.5284
36.27,10.881
6.48,3.1104
1075.088,94.0702
438.368,38.3572
18.088,6.5569
308.499,-18.147
13.36,4.1416
39.96,18.7812
145.85,70.008
783.96,78.396
7.88,1.773
41.37,17.3754
12.84,5.778
25.68,11.556
47.516,-2.0364
9.42,0.471
12.96,6.2208
704.9,56.392
561.568,28.0784
179.82,84.5154
185.58,76.0878
214.11,36.3987
999.96,229.9908
653.55,111.1035
114.6,51.57
60.74,15.185
124.36,27.3592
1088.76,315.7404
6.72,2.352
298.776,7.4694
302.376,22.6782
8.928,0.558
47.584,-2.974
33.792,10.56
300.5328,-97.2312
2.724,-4.3584
3.264,1.1016
108.336,37.9176
55.92,6.291
78.304,29.364
443.92,-94.333
155.976,54.5916
15.47,4.1769
7.16,3.4368
10.89,2.8314
19.44,9.3312
121.6,39.52
695.7,-27.828
120.33,31.2858
1139.92,284.98
229.544,83.2097
143.728,-32.3388
36.048,-0.9012
845.488,-12.0784
50.94,14.2632
762.594,-1143.891
56.28,15.7584
2690.97,1264.7559
7.434,-5.6994
64.784,-12.9568
28.16,13.2352
14.98,6.8908
20.32,6.9088
40.29,10.4754
20.23,9.5081
1603.136,100.196
225.296,22.5296
67.8,4.068
377.97,98.2722
1628.82,374.6286
286.93,140.5957
20.736,7.2576
31.44,8.4888
83.79,22.6233
59.52,15.4752
31.92,9.2568
14.72,-3.312
38.976,-2.436
17.088,1.068
74.352,23.235
314.352,-35.3646
4.26,1.7466
811.28,24.3384
6.03,2.9547
153.568,-5.7588
1013.488,76.0116
52.34,24.5998
4.66,1.3514
254.97,91.7892
25.44,12.72
27.93,8.0997
8.85,-13.7175
6.96,2.2272
17.456,5.8914
307.92,-34.641
6.63,1.7901
12.96,6.2208
32.4,15.552
23.85,10.7325
51.96,12.99
17.94,8.6112
11.56,5.6644
26.4,11.88
69.08,29.0136
35.88,10.0464
49.65,20.853
959.968,119.996
408.422,-5.8346
479.984,59.998
12.6,6.048
184.66,84.9436
23.12,8.381
37.464,12.1758
539.658,-7.7094
310.12,80.6312
8.56,3.852
52.4,14.148
14.94,6.8724
11.22,0.2244
387.136,24.196
41.4,19.458
35,10.5
39.552,14.3376
135.72,35.2872
12.56,5.652
263.96,71.2692
5.952,0.372
15.8,2.37
14.368,3.9512
70.448,12.3284
129.3,6.465
3.882,-5.823
6.08,3.04
19.9,8.955
70.71,4.9497
18.84,7.9128
8.64,2.5056
1633.188,-1306.5504
19.76,8.2992
6.608,2.2302
7.28,2.73
144.784,10.8588
156.792,13.7193
431.976,26.9985
35.89,16.1505
47.208,15.3426
248.08,116.5976
189.7,89.159
59.808,19.4376
90.99,14.5584
1526.56,427.4368
368.97,40.5867
305.01,76.2525
18.7,7.106
38.29,16.4647
26.25,11.025
64.96,22.736
43.7,20.539
41.6,13
23.12,8.381
113.888,9.9652
113.568,-5.6784
7.92,0.693
671.984,50.3988
39.99,11.5971
191.646,31.941
2.313,-1.9275
19.936,7.2268
45.92,21.5824
20.34,9.3564
39.28,19.2472
81.568,9.1764
97.184,6.074
24.32,8.208
18.96,7.584
32.952,-19.7712
30.016,3.0016
499.584,43.7136
31.104,10.8864
13.272,-10.6176
28.272,6.3612
259.136,-51.8272
10.8,5.184
244.006,-31.3722
15.936,5.3784
188.552,-2.6936
22.58,5.8708
545.94,87.3504
20.736,7.2576
43.296,4.3296
123.136,13.8528
11.264,3.8016
53.424,4.6746
275.49,-170.8038
24.96,6.24
19.36,9.2928
1267.65,152.118
12.99,0.7794
18.56,6.496
449.15,8.983
31.248,10.9368
61.44,16.5888
895.92,421.0824
55.36,18.684
55.92,6.291
24.896,8.4024
3.984,0.6474
95.968,28.7904
206.991,-172.4925
44.416,3.8864
9.006,-7.2048
19,8.93
33.376,10.43
207.48,62.244
91.68,45.84
904.9,253.372
34.272,11.1384
191.82,74.8098
243.88,27.4365
12.03,-9.223
2549.985,-3399.98
21.594,-15.8356
8.964,-6.5736
20.736,7.2576
344.22,-103.266
727.296,-172.7328
22.608,-10.1736
666.4,-33.32
5.04,0.2016
92.94,41.823
66.69,22.0077
91.68,28.65
327.7328,-14.4588
52.272,17.6418
17.94,8.073
254.352,0
8.288,2.6936
504.9,80.784
403.168,25.198
194.32,31.0912
25.99,7.5371
195.136,-12.196
20.736,7.2576
53.7,10.203
36.26,16.6796
56.3,15.764
32.4,15.552
29.16,10.7892
171.288,-6.4233
16.72,3.344
12.96,6.2208
22.18,10.8682
2054.272,256.784
1022.97,-255.7425
13.9,3.614
26.38,12.1348
43.176,13.4925
411.8,70.006
360,129.6
41.96,2.9372
227.84,66.0736
37.94,18.2112
517.9,134.654
5.28,2.4288
2799.96,874.9875
8.96,4.3008
31.5,15.12
30.56,10.3904
24.368,-3.3506
119.976,22.4955
26.88,9.744
83.97,23.5116
104.97,7.3479
90.8,25.424
140.736,49.2576
214.95,88.1295
45.36,21.7728
288.24,138.3552
663.936,82.992
2934.33,792.2691
124.41,14.9292
57.75,26.565
114.46,28.615
120.666,18.4548
342.864,38.5722
16.74,-14.229
981.372,-140.196
31.84,10.5072
12.96,6.2208
43.176,15.1116
58.34,28.0032
539.97,134.9925
3.928,1.3257
252.784,-417.0936
127.984,15.998
3.984,-2.6892
12.992,-32.48
61,25.62
671.93,188.1404
447.86,219.4514
479.95,129.5865
166.44,79.8912
31.68,2.772
10.368,3.6288
12.032,2.256
5.768,-13.5548
33.12,11.592
220.2656,-42.1096
10.776,3.5022
242.352,9.0882
695.16,34.758
220.98,50.8254
12.957,-9.5018
25.68,11.556
15.712,5.6956
298.464,26.1156
21.93,10.0878
242.94,4.8588
7.64,3.7436
51.84,25.4016
265.17,47.7306
837.6,62.82
135.9,63.873
34.68,16.9932
532.704,-39.9528
43.1,11.206
15.88,0.1588
1123.92,-182.637
249.584,31.198
48.672,7.3008
60.768,7.596
78.6,-62.88
3.768,-3.14
1036.624,51.8312
563.808,21.1428
258.528,-47.3968
49.12,23.0864
44.46,14.6718
241.568,18.1176
395,39.5
627.168,70.5564
13.28,6.3744
12.672,4.4352
30.56,-45.84
77.952,-15.5904
67.992,8.499
12.224,4.4312
44.784,-0.5598
22.848,-17.7072
206.43,90.8292
210.392,-336.6272
119.96,35.988
10.608,0.9282
347.802,-24.843
963.136,108.3528
88.776,7.7679
32.4,10.368
32.4,15.552
31.05,14.904
2025.36,607.608
1799.994,-2639.9912
101.988,-16.998
262.864,69.0018
735.98,331.191
93.024,33.7212
284.364,-75.8304
